Timestamp,Coder initials:,Article ID:,What date was the article received by the journal?,Does the article state whether or not the data are available?,"According to the statement, how are the data accessible?",What reasons are provided?,"For reasons selected above, please provide additional details here:",What does the link lead to?,What is the file format?,Were you able to successfully download and open the data file(s)?,Does all of the data needed for evaluation and reproduction of the research appear to be available after brief review?,Are the data understandable after brief review?,Are analysis scripts also available to download?,Is a license provided with the data?,Why could you not access the data file?
3/14/17 11:38,MK,sizeG,3/26/14,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.pdf,Yes,"No, there are no data in the file",No,No,"No, a license is not provided",
3/23/17 8:50,EC,xKnDK,3/31/14,No - there is no data availability statement,,,,,,,,,,,
3/25/17 3:54,GB,qbRBi,4/1/14,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,".txt, .csv",Yes,"Yes, all of the data appear to be available",Yes,No,"Yes, it is a CC-BY license",
4/7/17 16:34,GB,VvDXv,4/1/14,No - there is no data availability statement,,,,,,,,,,,
5/23/17 14:57,MK,ysVzj,4/1/14,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.pdf and .m,Yes,"No, there are no data in the file",No,No,"No, a license is not provided",
3/18/17 19:35,EC,sxjcd,4/4/14,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.pdf,Yes,"No, there are no data in the file",No,No,"No, a license is not provided",
5/17/17 18:54,MK,nhpcM,4/10/14,No - there is no data availability statement,,,,,,,,,,,
3/17/17 17:16,EY,TtiBV,4/14/14,No - there is no data availability statement,,,,,,,,,,,
3/15/17 9:29,MK,POciU,4/15/14,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.doc or .docx (Microsoft Word),Yes,"No, there are no data in the file",No,No,"No, a license is not provided",
3/16/17 8:15,GB,GPjMF,4/22/14,No - there is no data availability statement,,,,,,,,,,,
3/19/17 14:17,EC,gcwkF,4/24/14,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.doc or .docx (Microsoft Word),Yes,"No, there are no data in the file",No,No,"No, a license is not provided",
5/10/17 15:15,MK,oEcbF,4/24/14,No - there is no data availability statement,,,,,,,,,,,
5/11/17 16:49,MK,Sdfss,4/24/14,No - there is no data availability statement,,,,,,,,,,,
3/17/17 6:07,GB,DSEvu,4/28/14,No - there is no data availability statement,,,,,,,,,,,
5/3/17 16:36,GB,poQZj,4/28/14,No - there is no data availability statement,,,,,,,,,,,
5/10/17 15:33,MK,lIMPt,4/29/14,No - there is no data availability statement,,,,,,,,,,,
3/25/17 4:45,GB,MifqO,4/29/14,No - there is no data availability statement,,,,,,,,,,,
4/27/17 10:25,EC,tuabF,4/29/14,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.doc or .docx (Microsoft Word),Yes,"No, there are no data in the file",No,No,"No, a license is not provided",
3/14/17 22:21,MK,XdTQR,5/1/14,No - there is no data availability statement,,,,,,,,,,,
3/17/17 3:07,GB,hbmHn,5/7/14,No - there is no data availability statement,,,,,,,,,,,
3/15/17 13:30,MK,UzqhR,5/7/14,No - there is no data availability statement,,,,,,,,,,,
3/25/17 4:50,GB,SUllw,5/8/14,No - there is no data availability statement,,,,,,,,,,,
5/11/17 16:25,MK,qnUQk,5/12/14,No - there is no data availability statement,,,,,,,,,,,
3/17/17 6:11,GB,WAyCI,5/12/14,No - there is no data availability statement,,,,,,,,,,,
3/1/17 17:25,TH,kGgXJ,5/13/14,No - there is no data availability statement,,,,,,,,,,,
3/16/17 8:27,GB,OYDce,5/13/14,No - there is no data availability statement,,,,,,,,,,,
3/14/17 18:00,GB,breyI,5/14/14,No - there is no data availability statement,,,,,,,,,,,
3/14/17 22:09,MK,hTAFE,5/19/14,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.doc or .docx (Microsoft Word),Yes,"No, there are no data in the file",No,No,"No, a license is not provided",
3/16/17 10:19,MK,RnVPE,5/23/14,No - there is no data availability statement,,,,,,,,,,,
3/20/17 9:07,GB,SEVdW,5/24/14,No - there is no data availability statement,,,,,,,,,,,
3/16/17 18:35,GB,xGatJ,5/24/14,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.doc or .docx (Microsoft Word),Yes,"No, there are no data in the file",No,No,"No, a license is not provided",
5/11/17 16:52,MK,vgfos,5/26/14,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.pptx,Yes,"No, there are no data in the file",No,No,"No, a license is not provided",
5/23/17 15:09,MK,QItrC,5/28/14,No - there is no data availability statement,,,,,,,,,,,
3/16/17 18:27,GB,WjCBs,5/30/14,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.doc or .docx (Microsoft Word),Yes,"No, there are no data in the file",No,No,"No, a license is not provided",
5/1/17 18:23,GB,oZnIa,6/2/14,No - there is no data availability statement,,,,,,,,,,,
3/20/17 8:55,GB,ZraZw,6/2/14,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.doc or .docx (Microsoft Word),Yes,"No, there are no data in the file",No,No,"No, a license is not provided",
3/14/17 11:33,MK,Wbnqn,6/5/14,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.pdf,Yes,"No, there are no data in the file",No,No,"No, a license is not provided",
4/12/17 15:17,EY,KCwSa,6/6/14,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.xls or .xlsx (Excel),Yes,"Yes, all of the data appear to be available",Partly,No,"Yes, it is a CC-BY license",
3/8/17 10:38,TH,KRFlp,6/6/14,No - there is no data availability statement,,,,,,,,,,,
5/10/17 15:08,MK,uPShF,6/10/14,No - there is no data availability statement,,,,,,,,,,,
3/1/17 16:32,TH,eiOCo,6/11/14,No - there is no data availability statement,,,,,,,,,,,
5/17/17 17:34,MK,VkHdi,6/13/14,No - there is no data availability statement,,,,,,,,,,,
3/1/17 11:59,TH,zkeXT,6/13/14,No - there is no data availability statement,,,,,,,,,,,
3/15/17 13:13,MK,pFcAu,6/16/14,No - there is no data availability statement,,,,,,,,,,,
3/30/17 16:09,EY,juUVN,6/17/14,No - there is no data availability statement,,,,,,,,,,,
3/20/17 17:28,GB,fmtNr,6/19/14,No - there is no data availability statement,,,,,,,,,,,
3/20/17 9:41,MK,ljVyE,6/19/14,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.doc or .docx (Microsoft Word),Yes,"No, there are no data in the file",No,No,"No, a license is not provided",
3/18/17 19:09,EC,xZBke,6/25/14,No - there is no data availability statement,,,,,,,,,,,
5/17/17 18:49,MK,AfMSi,6/26/14,No - there is no data availability statement,,,,,,,,,,,
4/12/17 15:26,EY,JwMSR,6/26/14,No - there is no data availability statement,,,,,,,,,,,
3/20/17 10:06,EC,GZuiA,6/30/14,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,A third party repository,".txt, .csv",Yes,"Yes, all of the data appear to be available",Yes,No,"Yes, it is a CC-BY license",
3/20/17 14:15,EC,yRQxs,6/30/14,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.csv,Yes,"Yes, all of the data appear to be available",Yes,No,"Yes, it is a CC-BY license",
3/25/17 4:31,GB,TjjyK,7/1/14,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.doc or .docx (Microsoft Word),Yes,"No, there are no data in the file",No,No,"No, a license is not provided",
3/30/17 16:13,EY,jlkxx,7/2/14,No - there is no data availability statement,,,,,,,,,,,
5/11/17 16:35,MK,BpBHQ,7/3/14,No - there is no data availability statement,,,,,,,,,,,
5/17/17 18:28,MK,aPexS,7/4/14,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.csv,Yes,"No, only some of the data appear to be available",Partly,No,"Yes, it is a CC-BY license",
3/15/17 13:16,MK,eyAKZ,7/4/14,No - there is no data availability statement,,,,,,,,,,,
4/7/17 16:52,GB,xrVsp,7/4/14,No - there is no data availability statement,,,,,,,,,,,
5/11/17 14:47,MK,KHczH,7/8/14,No - there is no data availability statement,,,,,,,,,,,
5/23/17 14:50,MK,qFyNq,7/10/14,No - there is no data availability statement,,,,,,,,,,,
3/19/17 13:31,EC,USuhq,7/10/14,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.doc or .docx (Microsoft Word),Yes,"No, there are no data in the file",No,No,"Yes, it is a CC-BY license",
5/23/17 14:31,MK,WlvVN,7/16/14,No - there is no data availability statement,,,,,,,,,,,
3/25/17 14:53,GB,AmrYa,7/22/14,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.doc or .docx (Microsoft Word),Yes,"No, there are no data in the file",No,No,"No, a license is not provided",
3/20/17 10:55,GB,NDFJK,7/23/14,No - there is no data availability statement,,,,,,,,,,,
4/27/17 10:23,EC,uyCBa,7/31/14,No - there is no data availability statement,,,,,,,,,,,
3/15/17 9:23,MK,fbrsp,8/3/14,No - there is no data availability statement,,,,,,,,,,,
3/14/17 11:02,MK,aaMlI,8/4/14,No - there is no data availability statement,,,,,,,,,,,
5/10/17 6:28,GB,aGBRS,8/5/14,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,A third party repository,.csv,Yes,"No, only some of the data appear to be available",No,Yes,"No, a license is not provided",
5/11/17 16:08,MK,mdUEF,8/4/14,No - there is no data availability statement,,,,,,,,,,,
3/17/17 17:04,EY,TehxV,8/6/14,No - there is no data availability statement,,,,,,,,,,,
3/20/17 14:07,EC,VVNZR,8/6/14,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.doc or .docx (Microsoft Word),Yes,"No, there are no data in the file",No,No,"No, a license is not provided",
3/23/17 8:43,EC,eLEmz,8/9/14,No - there is no data availability statement,,,,,,,,,,,
4/27/17 10:10,EC,KnWKQ,8/15/14,No - there is no data availability statement,,,,,,,,,,,
3/1/17 17:07,TH,MbLKW,8/18/14,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,A third party repository,".csv, .xls or .xlsx (Excel)",Yes,"Yes, all of the data appear to be available",Yes,No,"No, a license is not provided",
4/12/17 15:27,EY,vUJmP,8/18/14,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,pdf,Yes,"No, there are no data in the file",No,No,"No, a license is not provided",
3/30/17 16:01,EY,XYGZj,8/26/14,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.doc or .docx (Microsoft Word),Yes,"No, there are no data in the file",No,No,"No, a license is not provided",
3/18/17 19:17,EC,NiDwn,8/27/14,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.doc or .docx (Microsoft Word),Yes,"No, there are no data in the file",No,No,"No, a license is not provided",
3/14/17 20:11,MK,dBdAO,8/31/14,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,A personal webpage,"Unclear, .new, .R",Yes,It is unclear if all of the data are available,Partly,Yes,"No, a license is not provided",
5/3/17 16:51,GB,dRpqH,9/2/14,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.doc or .docx (Microsoft Word),Yes,"No, there are no data in the file",No,No,"No, a license is not provided",
3/16/17 6:30,GB,Yzudc,9/3/14,No - there is no data availability statement,,,,,,,,,,,
4/27/17 10:03,EC,oNtbU,9/4/14,No - there is no data availability statement,,,,,,,,,,,
3/16/17 9:27,MK,sgYti,9/4/14,No - there is no data availability statement,,,,,,,,,,,
3/23/17 17:51,GB,qNfXg,9/5/14,No - there is no data availability statement,,,,,,,,,,,
3/20/17 14:04,EC,OLTbR,9/8/14,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,".csv, .pdf",Yes,"Yes, all of the data appear to be available",Yes,No,"Yes, it is a CC-BY license",
3/23/17 8:17,EC,LRiVc,9/12/14,No - there is no data availability statement,,,,,,,,,,,
3/8/17 10:36,TH,UgrFE,9/13/14,No - there is no data availability statement,,,,,,,,,,,
3/14/17 18:40,MK,pyWON,9/18/14,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.doc or .docx (Microsoft Word),Yes,"No, there are no data in the file",No,No,"No, a license is not provided",
5/10/17 6:15,GB,dRqyT,9/22/14,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.csv,Yes,"Yes, all of the data appear to be available",Yes,No,"Yes, it is a CC-BY license",
5/8/17 15:31,MK,lWbCR,9/23/14,No - there is no data availability statement,,,,,,,,,,,
5/17/17 18:08,MK,SBzVV,9/23/14,No - there is no data availability statement,,,,,,,,,,,
3/17/17 5:58,GB,XhPdo,9/25/14,No - there is no data availability statement,,,,,,,,,,,
3/18/17 19:31,EC,PvoAc,10/7/14,No - there is no data availability statement,,,,,,,,,,,
3/20/17 14:12,EC,VhfLP,10/14/14,No - there is no data availability statement,,,,,,,,,,,
5/10/17 14:50,MK,bAIfz,10/15/14,No - there is no data availability statement,,,,,,,,,,,
3/17/17 16:55,EY,NABXD,10/16/14,No - there is no data availability statement,,,,,,,,,,,
3/17/17 5:29,GB,PdJHW,10/17/14,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.doc or .docx (Microsoft Word),Yes,"No, there are no data in the file",No,No,"Yes, it is a CC-BY license",
3/25/17 5:10,GB,kEaQY,10/20/14,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.dat,Yes,"Yes, all of the data appear to be available",Partly,Yes,"No, a license is not provided",
3/16/17 9:02,MK,UlhiU,10/20/14,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,".xls or .xlsx (Excel), .doc or .docx (Microsoft Word)",Yes,"Yes, all of the data appear to be available",Yes,No,"Yes, it is a CC-BY license",
3/17/17 5:51,GB,TlBUg,10/21/14,No - there is no data availability statement,,,,,,,,,,,
3/19/17 12:31,EC,aEEro,10/26/14,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,A third party repository,".txt, .csv, .r & .py",Yes,"Yes, all of the data appear to be available",Yes,Yes,"No, a license is not provided",
5/10/17 14:16,MK,nNvlf,10/28/14,No - there is no data availability statement,,,,,,,,,,,
4/27/17 10:22,EC,gjtoc,10/31/14,No - there is no data availability statement,,,,,,,,,,,
3/25/17 15:04,GB,VKhHn,11/4/14,No - there is no data availability statement,,,,,,,,,,,
5/1/17 18:15,GB,KKsOf,11/5/14,No - there is no data availability statement,,,,,,,,,,,
3/18/17 19:13,EC,NoxYh,11/5/14,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,".csv, .doc or .docx (Microsoft Word)",Yes,"No, there are no data in the file",No,No,"No, a license is not provided",
4/4/17 22:11,MK,wCLys,11/8/14,No - there is no data availability statement,,,,,,,,,,,
4/12/17 15:20,EY,XAbBN,11/8/14,No - there is no data availability statement,,,,,,,,,,,
3/1/17 16:52,TH,esnkt,11/10/14,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.xls or .xlsx (Excel),Yes,"Yes, all of the data appear to be available",Partly,No,"No, a license is not provided",
3/17/17 16:49,EY,zfmsN,11/10/14,No - there is no data availability statement,,,,,,,,,,,
3/15/17 9:47,MK,LKjzB,11/11/14,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.doc or .docx (Microsoft Word),Yes,"No, there are no data in the file",No,No,"No, a license is not provided",
5/10/17 19:20,MK,SYnIx,11/12/14,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.xls or .xlsx (Excel),Yes,"Yes, all of the data appear to be available",Yes,No,"No, a license is not provided",
4/27/17 10:01,EC,GCZaN,11/14/14,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.xls or .xlsx (Excel),Yes,"Yes, all of the data appear to be available",Yes,No,"Yes, it is a CC-BY license",
3/24/17 9:59,MK,gRkEw,11/17/14,No - there is no data availability statement,,,,,,,,,,,
5/8/17 17:59,GB,ihLWD,11/19/14,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.csv,Yes,"Yes, all of the data appear to be available",Yes,No,"Yes, it is a CC-BY license",
3/16/17 18:23,GB,gsQAW,11/21/14,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,PDF,Yes,"No, there are no data in the file",No,No,"No, a license is not provided",
3/1/17 16:36,TH,FCdei,11/24/14,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.csv,Yes,It is unclear if all of the data are available,Partly,No,"Yes, it is a CC-BY license",
3/16/17 18:32,GB,jsUQe,11/25/14,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,PDF,Yes,"No, there are no data in the file",No,No,"No, a license is not provided",
3/14/17 19:42,MK,NLTPm,11/26/14,No - there is no data availability statement,,,,,,,,,,,
3/23/17 17:57,GB,UQbbY,11/27/14,No - there is no data availability statement,,,,,,,,,,,
4/27/17 10:17,EC,fnqVK,11/28/14,No - there is no data availability statement,,,,,,,,,,,
3/18/17 18:27,EC,YiEes,11/28/14,No - there is no data availability statement,,,,,,,,,,,
3/1/17 10:45,TH,ymKXM,12/1/14,No - there is no data availability statement,,,,,,,,,,,
3/30/17 16:06,EY,GfLnH,12/2/14,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,".sav or .sps (SPSS), .doc or .docx (Microsoft Word)",Yes,It is unclear if all of the data are available,No,No,"Yes, it is a CC-BY license",
3/17/17 9:37,GB,cksxi,12/4/14,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,A third party repository,.csv,Yes,It is unclear if all of the data are available,Partly,Yes,"No, a license is not provided",
3/25/17 15:08,GB,zlAdx,12/4/14,No - there is no data availability statement,,,,,,,,,,,
3/30/17 15:59,EY,MzLgX,12/5/14,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,A third party repository,.sav or .sps (SPSS),Yes,It is unclear if all of the data are available,Partly,No,"No, a license is not provided",
